DateandTime(UTC),Receiver,Transmitter,StationName,Latitude,Longitude
2021-07-27 21:47,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 21:49,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 21:52,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 21:54,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 21:56,VR2W180-302983,A180-1702-53713,302983,48.974473,-125.289017
2021-07-27 21:56,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 21:57,VR2W180-302983,A180-1702-53713,302983,48.974473,-125.289017
2021-07-27 21:59,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:01,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:04,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:05,VR2W180-302983,A180-1702-53713,302983,48.974473,-125.289017
2021-07-27 22:06,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:07,VR2W180-302983,A180-1702-53713,302983,48.974473,-125.289017
2021-07-27 22:08,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:10,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:11,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:12,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:14,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:15,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:17,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:18,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:20,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:22,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:24,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:26,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:28,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:31,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:33,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:36,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:37,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:39,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:41,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:43,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:45,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:51,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:53,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:55,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 22:58,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:00,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:02,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:04,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:06,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:11,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:13,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-27 23:14,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:16,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:17,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:18,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-27 23:19,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:20,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-27 23:20,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:22,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:22,VR2W180-302983,A180-1702-53713,302983,48.974473,-125.289017
2021-07-27 23:23,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-27 23:24,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:25,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-27 23:26,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:28,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-27 23:28,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:30,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:33,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:36,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:38,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:40,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:42,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:45,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:47,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:48,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:50,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:52,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:54,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:56,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:58,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-27 23:58,VR2W180-302983,A180-1702-53713,302983,48.974473,-125.289017
2021-07-27 23:59,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:02,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:03,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:04,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:06,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:07,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:09,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:10,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 0:12,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:14,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:14,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 0:16,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:17,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 0:18,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:21,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:21,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 0:22,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:23,VR2W180-302983,A180-1702-53713,302983,48.974473,-125.289017
2021-07-28 0:24,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:25,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 0:26,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:28,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:29,VR2W180-302983,A180-1702-53713,302983,48.974473,-125.289017
2021-07-28 0:31,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:33,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:35,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:37,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:39,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:41,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:45,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:47,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:49,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:52,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:53,VR2W180-302983,A180-1702-53713,302983,48.974473,-125.289017
2021-07-28 0:53,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:55,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 0:58,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:00,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:01,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:03,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:06,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:08,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 1:09,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:11,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:14,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:16,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:19,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:20,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:22,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:25,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:28,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:30,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:33,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:35,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:38,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:39,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:41,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:43,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:45,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:47,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:49,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:51,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:53,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:55,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 1:57,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:00,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:02,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:05,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:07,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:08,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:10,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:12,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:15,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:17,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:19,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:22,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:27,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:29,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:31,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:32,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:34,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:35,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:37,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:39,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:41,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:48,VR2W180-302983,A180-1702-53706,302983,48.974473,-125.289017
2021-07-28 2:51,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:56,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:57,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 2:59,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 3:02,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 3:26,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 3:31,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 6:16,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 6:18,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 6:20,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 6:23,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 6:25,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 6:26,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 6:28,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 6:31,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 6:33,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 6:35,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 6:38,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 6:39,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 6:41,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 6:51,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 6:56,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 6:58,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 6:58,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 7:00,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 7:00,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:03,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:04,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:07,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:08,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:11,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:12,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:14,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:16,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:18,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:20,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 7:21,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:21,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 7:24,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:25,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 7:29,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:31,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:32,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:33,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 7:34,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:35,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 7:36,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:37,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 7:38,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:39,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 7:40,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 7:41,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:42,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 7:43,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:45,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 7:45,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:47,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 7:48,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:48,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 7:50,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 7:50,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:52,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 7:52,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:55,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:55,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 7:57,VR2W180-302983,A180-1702-53713,302983,48.974473,-125.289017
2021-07-28 7:57,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 7:58,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 7:59,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 7:59,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:00,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:01,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:01,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:01,VR2W180-302983,A180-1702-53713,302983,48.974473,-125.289017
2021-07-28 8:02,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:03,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:04,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:04,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:05,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:06,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:07,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:07,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:08,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:09,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:09,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:10,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:10,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:11,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:11,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:12,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:13,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:13,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:14,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:14,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:15,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:16,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:16,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:17,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:18,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:18,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:19,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:19,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:20,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:21,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:21,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:24,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:24,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:25,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:25,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:26,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:27,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:28,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:28,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:29,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:31,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:32,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:32,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:34,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:34,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:36,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:36,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:36,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:38,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:38,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:38,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:40,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:40,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
2021-07-28 8:41,VR2W180-302983,A180-1702-53709,302983,48.974473,-125.289017
2021-07-28 8:42,VR2W180-302983,A180-1702-53708,302983,48.974473,-125.289017
2021-07-28 8:43,VR2W180-302983,A180-1702-53711,302983,48.974473,-125.289017
